,abstract
44,layan informasi informasi sasar layan individu olah manfaat informasi infrastruktur guru layan informasi kuliah basis mobile website aplikasi media informasi mahasiswa jadwal kuliah jadwal uji ubah jadwal kuliah dosen nilai jadwal registrasi informasiinformasi tunjang kuliah butuh mahasiswa informasi kena giat kuliah mahasiswa akses mobile website layan informasi kuliah perangkat telepon seluler kena informasi mudah informasi mudah lihat konten informasi website implementasi skrip device detection fungsi beda konten user akses telepon seluler user perangkat genggam telepon seluler arah website format mobile website bangun aplikasi bangun paradigma waterfall model unified modeling language tools model tahap analisis rancang implementasi website layan informasi kuliah bangun bahasa program mysql basis data apache server hasil bangun aplikasi website beda perangkat akses website saji tampil sesuai perangkat
45,today technology sector constantly growing from caused corporate enterprises large small businesses organizations institutions world have always been linked closely technology sector with indispensable because technology sector developed world such areas administration education telecommunication financial systems hospital meanwhile cambodia industry also growing steadily according look website that there very abundant such school websites information website entertainment website ecommerce website online shopping these websites popular much support from cambodian people that author want build this website phone online shop support people cambodia that they have seen phone sold website internet which they need reach shops they view computer mobile phone that author want build ecommerce website support that need phone online shop writer hopes this project make people cambodia easily find phone products that spend less time money writer believes that will improve from
46,energi listrik rupa salah sumber energi butuh pengaruh hidup seharihari terkadang sadar pakai energi listrik buang utama gedung kantor rumah tindak efisiensi listrik tuju mengkontrol pakai listrik sesuai butuh salah laku prediksi pakai listrik dasar hasil pakai listrik aktual prediksi tuju tingkat sadar masyarakat pakai listrik ideal harap pakai listrik butuh salah metode cari nilai prediksi convolutional neural network metode machine learning cari nilai prediksi dasar nilai aktual diinputkan sistem nilai prediksi banding nilai aktual tuju banding temu nilai error hitung teknik rmse root mean squared error nilai rmse hasil tingkat akurasi hitung prediksi
47,buah sistem informasi alam ganti sistem pengaruh butuh penuh alas laku ganti sistem laku uji fungsional butuh penuh uji laku operasi sistem sistem data layan butuh tahap paralel sistem sinkronisasi basis data bangun dukung laksana tahap paralel basis data identik laksana tahap paralel sistem sinkronisasi bantu laku kelola data sistem hemat tenaga kerja sistem sinkronisasi basis data bangun aplikasi visual basic interface sistem perangkat lunak dukung microsoft server sybase anywhere studio hubung sistem basis data sistem odbc open database connectivity metodologi kembang sistem paradigma waterfall tool data flow diagram analisis rancang sistem kunci sinkronisasi basis data paralel replikasi visual basic microsoft server sybase adaptive server anywhere open database connectivity waterfall data flow diagram
48,telkom akses rupa usaha gerak bidang telekomunikasi usaha sedia jasa layan jaring broadband service hadir telkom akses industri jasa konstruksi manage service jaring akses broadband indonesia sasar fokus hadap realisasi operational excellence jasa konstruksi jaring akses broadband sesuai standar puas langgan standar industri laku role model company bangun kelola broadband access indonesia fokus utama laksana dukung alat kerja sarana kerja realisasi tuju utama usaha usaha alam turun devisit masuk akibat catat alat kerja sarana kerja rusak hilang akibat aspek lapang usaha ambil langkah ketat awas hadap alat kerja sarana kerja rusak hilang rangka rugi alami usaha system kelola data lengkap alat kerja metode solusi liput catat cek data audit harap antisipasi hilang rusak alat kerja sarana kerja sadar hadap milik otoritas hadap alat sarana kerja usaha telkom akses usaha role model bangun kelola jaring akses indonesia partisipasi bangun kelola jaring tetapu role model usaha tingkat akurasi antisipasi hadap hilang alat kerja sarana kerja fokus utama sarana dukung utama maju bisnis bangun kelola broadband akses indonesia
49,dinas pustaka arsip daerah dispusipda provinsi jawa barat rupa salah lembaga teknis daerah tugas pokok laksana urus perintah bidang pustaka bidang arsip dispusipda ilms integrated library management system kelola data koleksi buku transaksi pinjam buku buku data anggota pustaka data kunjung sistem informasi kelola judul buku total eksemplar tumbuh data cepat cipta tantang manfaat data volume hasil informasi ambil putus butuh terap metode business intelligence visualisasi hasil transaksi mudah mudah pimpin ambil putus tingkat layan dinas pustaka arsip daerah dispusipda teliti bangun aplikasi business intelligence basis visualisasi data dashboard analisis data dukung putus hasil dashboard konversi format image tabel mudah simpan data
50,abstrak kembang teknologi digital internet mudah laku akses distribusi informasi format digital salah format digital jumpa computer citra digital file image iring citra digital proses olah citra digital kembang sisip teks citra digital teknik steganography teknik steganography manfaat contoh kirim pesan rahasia lihat orang format citra digital format citra sifat lossless hilang citra format bagus sisip sembunyi pesan metode steganography file metode beda metode steganography pesan sisip pengaruh kualitas citra digital metode file metode sisip pesan file metode file sisip pesan ukur atur sesuai butuh kembang perangkat lunak orientasi objek model waterfall pakai tool model umlunified modelling language hasil implementasi program pesan sisip lihat kasat mata kualitas citra digital ubah batas format citra digital ganti format gambar grayscale aplikasi pesan utuh laku proses encode saran kembang proses crypthography tingkat aman pesan sisip media hasil uji kriteria fidelity recovery robustness metode file hasil kriteria fidelity recovery kriteria robustness hasil saran kembang aplikasi metode file kunci steganography file citra digital
51,giat ajar ajar sekolah rupa giat giat ajar ajar entitas beda entitas tenaga ajar siswasiswi ajar proses ajar ajar hadap kendala entitas batas ruang ajar kendala efektif efisien sisi media ajar ruang timbul ketidaktertarikannya siswasiswi hadap media metode ajar terap siswasiswi tingkat sekolah siswasiswi hadap materi selesai soalsoal paham paham kesiap mental ketidaksiapan mental lihat fenomenafenomena muncul lesles privateprivate adakan sekolah sekolah pusat perhati hadap kendala media ajar buku catat ajar buku catat ajar rupa proses ajar ajar materi materi monoton minat siswasiswi materi kemas buah aplikasi komputer aplikasi komputer bahas materi selesai soalsoal mata ajar matematika aplikasi komputer ruang gerak leluasa paku tenaga ajar lembaga didik sipesoma rupa aplikasi kembang studi mata ajar matematika proses ajar ajar aplikasi tampil materi soalsoal latih latih kerja aplikasi monoton buku catat ajar
52,game sarana hibur alternatif kaum muda pria wanita salah media main game smartphone android jenis game tarik main jenis arcade racing puzzle lainlain aplikasi game super sonic shoot basis android jenis arkade jenis popular minat masyarakat game rupa main game main jalan selesai level tantang atur game aplikasi game super sonic shoot bangun mengunakan unity metode orientasi objek game milik grafik dimensi nuansa langit karakter utama rupa pesawat tempur lawan musuh rupa pesawat tempur hasil capai tugas aplikasi game jalan ponsel android game jenis arkade unity game engine aplikasi game sederhana grafik jalan sistem operasi android minimal gingerbread
53,kembang teknologi akses informasi jangkau mudah salah teknologi nirkabel media kabel tulang punggung jalur komunikasi salah teknologi nirkabel kembang jalur akses broadband komunikasi data broadband wireless access wimax wimax singkat worldwide interoperability microwave access buah teknologi nirkbel sedia jalur komunikasi bandwidth besarjenis transport layer protocol jaring komunikasi data transport layer protocol sedia layan kenal connection oriented connection oriented arti arti aplikasi tukar data laku koneksi mandiri handshake reno reno deteksi packet loss kali windowsdalam wimax jaring milik layan jadwal rtps ertps protokol nrtps protokol perangkat lunak network simulator kerja banding layan basis protokol jaring wimax parameter tunda packetloss throughput
54,jaring wireless sensor network komponen node sensor sink node milik beban komunikasi libat alat dukung router access point hubung komunikasi node buah node tindak router protokol routing cari jalur jaring wireless sensor network protokol routing jenis proactive reactive routing protocol topologi mesh bangun pasang link stationstation buah fullyconnected mesh sebauh jaring terminal hubung langsung terminalterminal jaring topologi teori praktis biaya implementasi aodv adhoc ondemand distance vector aomdv ondemand multi path distance vector rupa jenis reactive routing protocol jaring adhoc teliti tuju uji kerja routing protocol banding throughput packet loss delay teliti batas posisi node statis immobile variasi node variasi beban data byte byte byte teliti laku mensimulasikan kerja routing protocol software network simulator dukung command language hasil routing protocol aomdv aodv banding packet loss delay routing procol aodv aomdv banding tingkat throughput hasil masingmasing routing protocol
55,firewall teknologi inti aman tahan jaring kelola atur firewall bukti kompleks rawan salah mahal efisien organisasi jaring firewall rupa dinding lintas aman jaring salah utama tulis bahas atur pakai meminimalisir protocol masuk jaring teliti analisis data mining klasifikasi filelog firewall metode decision tree menganalisa atur firewall pakai efisien cermin arus lintas jaring teliti tulis saji perangkat teknik klasifikasi algoritma decision tree analisis kelola atur bijak firewall software machine learning rapidminer studio data laku data cleaning analisis laku hasil simpul atur administrator jaring efisien pakai prediksi pohon putus protokol diijinkan masuk tcpip protokol langsung buang laku filtering hadap paket atur firewall efisien attack flooding serang protocol
